Ano;Mês;Países;"Bloco Econômico";Via;"Código NCM";"Descrição NCM";"Valor FOB (US$)";"Quilograma Líquido"
2016;08;"Estados Unidos";"América do Norte";AEREA;29419059;"Outros macrolídios e seus sais";200588;235
2016;08;"Estados Unidos";"América do Norte";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2641605;14260
2016;08;"Estados Unidos";"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";32457964;10743
2016;08;"Estados Unidos";"América do Norte";MARITIMA;29322000;Lactonas;775039;97703
2016;08;"Estados Unidos";"América do Norte";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1386114;6209
2016;08;"Estados Unidos";"América do Norte";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1780965;2082
2016;08;Finlândia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";45369;38
2016;08;Finlândia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";45369;38
2016;08;França;Europa;AEREA;29322000;Lactonas;3963;10
2016;08;França;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";32299;300
2016;08;França;Europa;AEREA;29419059;"Outros macrolídios e seus sais";239;0
2016;08;França;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";46661;228
2016;08;França;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2209152;4671
2016;08;França;Europa;MARITIMA;29322000;Lactonas;95692;6495
2016;08;França;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";85302;287
2016;08;França;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";227809;13481
2016;08;França;"União Europeia - UE";AEREA;29322000;Lactonas;3963;10
2016;08;França;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";32299;300
2016;08;França;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";239;0
2016;08;França;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";46661;228
2016;08;França;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2209152;4671
2016;08;França;"União Europeia - UE";MARITIMA;29322000;Lactonas;95692;6495
2016;08;França;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";85302;287
2016;08;França;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";227809;13481
2016;08;"Hong Kong";"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;28791;2600
2016;08;Hungria;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";68987;300
2016;08;Hungria;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";68987;300
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;2001398;4804
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";903205;560
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";137752;825
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";83820;1112
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1201585;15238
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;23277;1500
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";196000;1400
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";653319;57000
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";690010;14895
2016;08;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1703581;35070
2016;08;Irlanda;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";76629;125
2016;08;Irlanda;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2758;947
2016;08;Irlanda;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";76629;125
2016;08;Irlanda;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";2758;947
2016;08;Israel;"Oriente Médio";AEREA;29322000;Lactonas;1810;2
2016;08;Israel;"Oriente Médio";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";102;0
2016;08;Israel;"Oriente Médio";AEREA;29419059;"Outros macrolídios e seus sais";442;0
2016;08;Itália;Europa;AEREA;29322000;Lactonas;1122194;123
2016;08;Itália;Europa;AEREA;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";115500;700
2016;08;Itália;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";792674;778
2016;08;Itália;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";10490364;10938
2016;08;Itália;Europa;MARITIMA;29322000;Lactonas;36365;20000
2016;08;Itália;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1510;50
2016;08;Itália;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";67211;2259
2016;08;Itália;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";95366;559
2016;08;Itália;"União Europeia - UE";AEREA;29322000;Lactonas;1122194;123
2016;08;Itália;"União Europeia - UE";AEREA;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";115500;700
2016;08;Itália;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";792674;778
2016;08;Itália;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";10490364;10938
2016;08;Itália;"União Europeia - UE";MARITIMA;29322000;Lactonas;36365;20000
2016;08;Itália;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1510;50
2016;08;Itália;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";67211;2259
2016;08;Itália;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";95366;559
2016;08;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;7740;75
2016;08;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1243;16
2016;08;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";616815;2461
2016;08;Marrocos;África;AEREA;30039069;"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses";308241;3617
2016;08;México;"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";306814;79
2016;08;México;"América do Norte";MARITIMA;29322000;Lactonas;161;1
2016;08;"Nova Zelândia";Oceania;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";459;44
2016;08;"Países Baixos (Holanda)";Europa;AEREA;29322000;Lactonas;230;0
2016;08;"Países Baixos (Holanda)";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";32123;1216
2016;08;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;29322000;Lactonas;230;0
2016;08;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";32123;1216
2016;08;"Porto Rico";"América Central e Caribe";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2457748;5756
2016;08;"Reino Unido";Europa;AEREA;29322000;Lactonas;398;1
2016;08;"Reino Unido";Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";116;0
2016;08;"Reino Unido";Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";290278;1014
2016;08;"Reino Unido";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2985513;4649
2016;08;"Reino Unido";Europa;MARITIMA;29322000;Lactonas;24603;300
2016;08;Romênia;Europa;AEREA;29322000;Lactonas;3947;220
2016;08;Romênia;Europa;MARITIMA;29322000;Lactonas;28179;1705
2016;08;Romênia;"União Europeia - UE";AEREA;29322000;Lactonas;3947;220
2016;08;Romênia;"União Europeia - UE";MARITIMA;29322000;Lactonas;28179;1705
2016;08;Rússia;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";51;0
2016;08;Suécia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1633772;3483
2016;08;Suécia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";191988;869
2016;08;Suécia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1633772;3483
2016;08;Suécia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";191988;869
2016;08;Suíça;Europa;AEREA;29322000;Lactonas;126838;321
2016;08;Suíça;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";292;0
2016;08;Suíça;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";189128;210
2016;08;Suíça;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1905331;14506
2016;08;Suíça;Europa;MARITIMA;29322000;Lactonas;43283;210
2016;08;Suíça;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";145320;1070
2016;08;Turquia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";344222;283
2016;08;Uruguai;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";248634;26432
2016;08;Uruguai;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";248634;26432
2016;08;Venezuela;"América do Sul";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";107272;886
2016;07;Alemanha;Europa;AEREA;29322000;Lactonas;5860830;145
2016;07;Alemanha;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";181;0
2016;07;Alemanha;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";879513;416
2016;07;Alemanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";7139412;41620
2016;07;Alemanha;Europa;MARITIMA;29322000;Lactonas;946462;9640
2016;07;Alemanha;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1114;6
2016;07;Alemanha;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1422748;6746
2016;07;Alemanha;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3059907;22778
2016;07;Alemanha;"União Europeia - UE";AEREA;29322000;Lactonas;5860830;145
2016;07;Alemanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";181;0
2016;07;Alemanha;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";879513;416
2016;07;Alemanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";7139412;41620
2016;07;Alemanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;946462;9640
2016;07;Alemanha;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1114;6
2016;07;Alemanha;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1422748;6746
2016;07;Alemanha;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3059907;22778
2016;07;Argentina;"América do Sul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1002515;2849
2016;07;Argentina;"América do Sul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";384063;10678
2016;07;Argentina;"Mercado Comum do Sul - Mercosul";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1002515;2849
2016;07;Argentina;"Mercado Comum do Sul - Mercosul";RODOVIARIA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";384063;10678
2016;07;Austrália;Oceania;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";115263;506
2016;07;Áustria;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";73667;800
2016;07;Áustria;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";73667;800
2016;07;Bangladesh;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";102814;1492
2016;07;Bélgica;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";146593;1341
2016;07;Bélgica;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";36145;5152
2016;07;Bélgica;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";146593;1341
2016;07;Bélgica;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";36145;5152
2016;07;Canadá;"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2600000;17
2016;07;China;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;3422904;7467
2016;07;China;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";1028;2
2016;07;China;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";171409;1925
2016;07;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;2294763;454895
2016;07;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";203843;48000
2016;07;China;"Ásia (Exclusive Oriente Médio)";MARITIMA;29419059;"Outros macrolídios e seus sais";178347;5500
2016;07;Cingapura;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1351596;1080
2016;07;Cingapura;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1351596;1080
2016;07;Dinamarca;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";941944;3521
2016;07;Dinamarca;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";506552;542
2016;07;Dinamarca;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";941944;3521
2016;07;Dinamarca;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";506552;542
2016;07;Eslováquia;Europa;AEREA;29322000;Lactonas;159;0
2016;07;Eslováquia;"União Europeia - UE";AEREA;29322000;Lactonas;159;0
2016;07;Eslovênia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";55532;439
2016;07;Eslovênia;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";789519;2331
2016;07;Eslovênia;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";152226;1047
2016;07;Eslovênia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";55532;439
2016;07;Eslovênia;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";789519;2331
2016;07;Eslovênia;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";152226;1047
2016;07;Espanha;Europa;AEREA;29322000;Lactonas;8299;100
2016;07;Espanha;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";9638;1
2016;07;Espanha;Europa;AEREA;29419059;"Outros macrolídios e seus sais";185500;700
2016;07;Espanha;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";31749;890
2016;07;Espanha;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3646683;9005
2016;07;Espanha;Europa;MARITIMA;29322000;Lactonas;145607;9930
2016;07;Espanha;Europa;MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";14448;50
2016;07;Espanha;"União Europeia - UE";AEREA;29322000;Lactonas;8299;100
2016;07;Espanha;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";9638;1
2016;07;Espanha;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";185500;700
2016;07;Espanha;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";31749;890
2016;07;Espanha;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";3646683;9005
2016;07;Espanha;"União Europeia - UE";MARITIMA;29322000;Lactonas;145607;9930
2016;07;Espanha;"União Europeia - UE";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";14448;50
2016;07;"Estados Unidos";"América do Norte";AEREA;29322000;Lactonas;6279;65
2016;07;"Estados Unidos";"América do Norte";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";2307;0
2016;07;"Estados Unidos";"América do Norte";AEREA;29419059;"Outros macrolídios e seus sais";4301491;3104
2016;07;"Estados Unidos";"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";2558091;3905
2016;07;"Estados Unidos";"América do Norte";MARITIMA;29322000;Lactonas;310860;11437
2016;07;"Estados Unidos";"América do Norte";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1058876;6702
2016;07;"Estados Unidos";"América do Norte";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";928933;3179
2016;07;França;Europa;AEREA;29322000;Lactonas;82411;116
2016;07;França;Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";5981;60
2016;07;França;Europa;AEREA;29419059;"Outros macrolídios e seus sais";1346;0
2016;07;França;Europa;AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";878894;1269
2016;07;França;Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1746;40
2016;07;França;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1522772;4006
2016;07;França;Europa;MARITIMA;29322000;Lactonas;59860;4421
2016;07;França;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";316391;14425
2016;07;França;"União Europeia - UE";AEREA;29322000;Lactonas;82411;116
2016;07;França;"União Europeia - UE";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";5981;60
2016;07;França;"União Europeia - UE";AEREA;29419059;"Outros macrolídios e seus sais";1346;0
2016;07;França;"União Europeia - UE";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";878894;1269
2016;07;França;"União Europeia - UE";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1746;40
2016;07;França;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1522772;4006
2016;07;França;"União Europeia - UE";MARITIMA;29322000;Lactonas;59860;4421
2016;07;França;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";316391;14425
2016;07;"Hong Kong";"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;84443;10450
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;1694989;3528
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";710946;787
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;29419059;"Outros macrolídios e seus sais";438648;2325
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";184123;10600
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";125164;1057
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";421415;9068
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29322000;Lactonas;40397;400
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";244586;2400
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;29419059;"Outros macrolídios e seus sais";864874;4950
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";422686;31000
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";348477;6353
2016;07;Índia;"Ásia (Exclusive Oriente Médio)";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1000262;26263
2016;07;Indonésia;"Ásia (Exclusive Oriente Médio)";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";167903;286
2016;07;Indonésia;"Associação de Nações do Sudeste Asiático - ASEAN";AEREA;30039079;"Medicamentos contendo outros compostos heterocíclicos heteroat.nitrogenados, exceto em doses";167903;286
2016;07;Irlanda;Europa;AEREA;29322000;Lactonas;154;0
2016;07;Irlanda;Europa;MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1601;102
2016;07;Irlanda;"União Europeia - UE";AEREA;29322000;Lactonas;154;0
2016;07;Irlanda;"União Europeia - UE";MARITIMA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";1601;102
2016;07;Israel;"Oriente Médio";AEREA;29322000;Lactonas;2100;2
2016;07;Israel;"Oriente Médio";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";260;0
2016;07;Itália;Europa;AEREA;29322000;Lactonas;718993;250
2016;07;Itália;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4511824;9693
2016;07;Itália;Europa;MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";188236;1098
2016;07;Itália;"União Europeia - UE";AEREA;29322000;Lactonas;718993;250
2016;07;Itália;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4511824;9693
2016;07;Itália;"União Europeia - UE";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";188236;1098
2016;07;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29322000;Lactonas;742;0
2016;07;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";51;0
2016;07;Japão;"Ásia (Exclusive Oriente Médio)";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";888832;3008
2016;07;México;"América do Norte";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";52440;339
2016;07;México;"América do Norte";MARITIMA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";34293;938
2016;07;"Países Baixos (Holanda)";Europa;AEREA;29322000;Lactonas;116;1
2016;07;"Países Baixos (Holanda)";"União Europeia - UE";AEREA;29322000;Lactonas;116;1
2016;07;Polônia;Europa;AEREA;29322000;Lactonas;1211;1
2016;07;Polônia;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";140715;883
2016;07;Polônia;"União Europeia - UE";AEREA;29322000;Lactonas;1211;1
2016;07;Polônia;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";140715;883
2016;07;"Porto Rico";"América Central e Caribe";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";1166567;3039
2016;07;Portugal;Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";11364;410
2016;07;Portugal;"União Europeia - UE";AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";11364;410
2016;07;"Reino Unido";Europa;AEREA;29322000;Lactonas;648;1
2016;07;"Reino Unido";Europa;AEREA;29334990;"Outros compostos contendo ciclos de quinoleína, etc.";63;0
2016;07;"Reino Unido";Europa;AEREA;30049059;"Outros medicamentos contendo produtos das posições 2930 a 2932, etc, em doses";11206;23
2016;07;"Reino Unido";Europa;AEREA;30049069;"Outros medicamentos contendo compostos heterocíclicos heteroátomos nitrogenados, em doses";4153655;2989
2016;07;"Reino Unido";Europa;MARITIMA;29322000;Lactonas;8338;1600
